cat_num,term,bracketed,field,number,title,faculty,description,prerequisites,notes,meetings,building,room
62117,SPRING,TRUE,MCB,198,"Advanced Mathematical Techniques for Modern Biology","63925d7ade12aca67799a2c30951e08f,6c7a7aec2a631c9b28d1fd9bdb5f6b8c","How do we find biologically meaningful patterns in a large amount of data? How do animals learn to use patterns in the environment to infer information despite the ignorance of the underlying laws? The course will introduce Bayesian analysis, maximum entropy principles, hidden markov models and pattern theory in order to study DNA sequence, gene expression and neural spike train data. The relevant biological background will be covered in depth.","A strong background in calculus, linear algebra, fourier analysis, complex analysis at the advanced undergraduate level and an introductory knowledge of probability theory is required. Knowledge of statistical mechanics and comfort with programming will be useful.",,"Tu., Th., 10-11:30, and a one-hour section meeting weekly.",,
6213,FALL,TRUE,ANTHRO,1836br,"Sensory Ethnography II: Studio Course",6a780e85707c2933cb63cd6cb4ca474a,"Second half of a year-long sequence (including 1836aar, spring 2013) in which students apply media anthropological theory and conduct ethnography using film, video, sound, still photography, and/or hypermedia. Emphasis is on pre-production and production in the spring, and on post-production in the fall.",,"Interview with instructor and teaching assistant required for admission.","M., W., 1-4",,
6214,SPRING,TRUE,PHYSICS,269r,"Topics in Statistical Physics and Physical Biology",16cdc825b02ac30ff0e28a2b67760e9c,"Introduction to strongly interacting soft condensed matter and biophysical systems. We begin with the physics of cells and related single molecule experiments on bio-polymers such as DNA, RNA and proteins. A major part of the course will then focus on genetic engineering, and the non-equilibrium statistical dynamics of genetic circuits and neural networks.","Physics 262, Applied Physics 284 or equivalent.",,"M., W., F., at 11",,
6218,FALL,FALSE,PHYSICS,393b,"Topics in Elementary Particle Theory",5f5ca23bf325dbb6dd9be3b8808e2c61,,,,,,
6218,SPRING,FALSE,PHYSICS,393b,"Topics in Elementary Particle Theory",5f5ca23bf325dbb6dd9be3b8808e2c61,,,,,,
6223,FALL,FALSE,COMPSCI,312,"Collaborative Systems, AI Planning, and Natural Language Processing",5358e0ee0d214f2be1b059c6c1a5bd82,,,,,,
6223,SPRING,FALSE,COMPSCI,312,"Collaborative Systems, AI Planning, and Natural Language Processing",5358e0ee0d214f2be1b059c6c1a5bd82,,,,,,
6225,FALL,FALSE,WOMGEN,91r,"Supervised Reading and Research","1e2c946cabb986206571f07b9324dc48,2baae5884e58ac5b8f0934d855bb978c,4df52a41d91ec8093b9ac3589143cd2d,624ec9b905eeb8a41a236d146573b121,67a1dc7e159d9f57f7aa554402dea4a5,a71fd2c5965c593b69c06613fc55f773,b3caa09bb60e9bcfd939f9237f548bc8","The study of selected topics in studies of women, gender, and sexuality.",,,"Fall: (F.), at 8",,
6225,SPRING,FALSE,WOMGEN,91r,"Supervised Reading and Research","1e2c946cabb986206571f07b9324dc48,2baae5884e58ac5b8f0934d855bb978c,4df52a41d91ec8093b9ac3589143cd2d,624ec9b905eeb8a41a236d146573b121,67a1dc7e159d9f57f7aa554402dea4a5,a71fd2c5965c593b69c06613fc55f773,b3caa09bb60e9bcfd939f9237f548bc8","The study of selected topics in studies of women, gender, and sexuality.",,,"Fall: (F.), at 8",,
6229,SPRING,FALSE,GREEK,110r,"Plato's Phaedrus",0725b3721b1a291a45d32cee7e162b99,"Close reading of Plato's Phaedrus with discussion of key themes, including: eros, beauty, and the Platonic conception of the soul; ""logocentrism"" and the critique of writing; the opposition between rhetoric and dialectic.","Greek Bb or equivalent.","Greek Bb or equivalent.","M., W., F., at 12",,
62293,FALL,FALSE,HEB,3350,"Laboratory Methods in Primate and Human Nutrition",d6b54ba52768230b1bc2d35125b69fe2,"Independent laboratory study in the biochemical analysis of plant and animal foods, and of human and animal digestive physiology and feeding behavior.",,,,,
62293,SPRING,FALSE,HEB,3350,"Laboratory Methods in Primate and Human Nutrition",d6b54ba52768230b1bc2d35125b69fe2,"Independent laboratory study in the biochemical analysis of plant and animal foods, and of human and animal digestive physiology and feeding behavior.",,,,,
6230,SPRING,TRUE,MCB,155,"Bioregulatory Mechanisms","07d25e9965f4e573079ec28c70f01978,c744b2cf17dce7eb697acff1e4c2df48","An advanced course that emphasizes the scientific logic and technical innovations behind the discoveries of certain well-established cell and molecular mechanisms. Topics will include nuclear transport, ribosomal protein synthesis, protein folding, protein targeting to membranes, and protein degradation. The course will be taught by combining lecture material with student presentations and criticism of seminal papers with emphasis on experimental design, the importance of complementary in vivo and in vitro systems, and defining unanswered questions in the field.","MCB 60 or MCB 52 and MCB 54, and permission of instructor.",,"Tu., Th., 4-6",,
62324,FALL,FALSE,EXPOS,20.278,"Expository Writing 20",,,,,"M., W., at 11",,
6233,SPRING,FALSE,HEB,1420,"Human Evolutionary Anatomy",a4b14a95bbabc1b8e554c7fb68185bea,"How did the human body evolve, and how does it develop, grow and function? This course provides an integrative regional overview of human anatomy, with an emphasis on the musculo-skeletal system, and a comparative approach to the evolution of modern anatomy. Additional topics include: skeletal and dental development; gross anatomy of the nervous and circulatory systems; comparative limb anatomy; and comparative cranial anatomy.","Life Sciences 2 or with permission of instructor.",,"M., W., F., at 10, and a weekly section to be arranged.",,
6235,FALL,FALSE,ENGLISH,310hfr,"American Literature and Culture: Doctoral Conference","06e438a1965a7d53f82aff62fcb17168,4a5464d10ff288b7cdbf1706d223581a","Colloquium open to all graduate students working in the area of American literature and culture. Papers delivered by students writing seminar papers or dissertations, faculty members, and visiting scholars.",,,,,
6235,SPRING,FALSE,ENGLISH,310hfr,"American Literature and Culture: Doctoral Conference","06e438a1965a7d53f82aff62fcb17168,4a5464d10ff288b7cdbf1706d223581a","Colloquium open to all graduate students working in the area of American literature and culture. Papers delivered by students writing seminar papers or dissertations, faculty members, and visiting scholars.",,,,,
62351,FALL,FALSE,CELLBIO,306qc,"Teaching 100: The Theory and Science of Teaching","8cac38d197bb2edb3fd0b173f3792ecc,a4581f4fa743be495294f44933fa3944","For many graduate students, teaching will be part of their career, whether as mentoring, formal classroom teaching, or outreach. In addition, the theory and research evidence accumulating in the disciplines of cognitive psychology, neuroscience, and from STEM classrooms, has turned the question of, 'How do we best teach science?' into its own scientific discipline. The Theory and Science of Teaching focuses on understanding why certain teaching methods are effective by examining the scientific research and theoretical frameworks that support these methods. We will read and discuss foundational educational and cognitive psychology texts and primary literature, and then develop an annotated lesson plan that allows us to put these ideas into practice.",,"The course has been designed as a companion to Genetics 302qc: Teaching 101, but neither course is a prerequisite of the other.",,,
6237,FALL,FALSE,SOCIOL,99,"Senior Tutorial",8b75bdfb735149edc7aa667de334c1c6,"Supervision of theses or other honors projects.","Sociology 98.","Limited to concentrators, ordinarily seniors. In addition, students of Sociology 99 may also participate in an optional, regularly scheduled weekly group seminar for consultation and discussion about choice of problems, possible data, and research procedures. Required first meeting Friday, September 13th 2-3:30, WJH 455.","Hours to be arranged",,
6237,SPRING,FALSE,SOCIOL,99,"Senior Tutorial",8b75bdfb735149edc7aa667de334c1c6,"Supervision of theses or other honors projects.","Sociology 98.","Limited to concentrators, ordinarily seniors. In addition, students of Sociology 99 may also participate in an optional, regularly scheduled weekly group seminar for consultation and discussion about choice of problems, possible data, and research procedures. Required first meeting Friday, September 13th 2-3:30, WJH 455.","Hours to be arranged",,
6240,SPRING,TRUE,AESTH&INTP,30,"Love In A Dead Language: Classical Indian Literature and Its Theorists",406c66c2ec01af17cb5feb020ed97cf6,"An exploration of love in five genres of classical South Asian literature-epic history, story literature, plays, poetic miniatures, and court poetry. We will pay particular attention to the nature of literary genres and practices and how they were theorized by South Asian intellectuals. Especially relevant are theories of poetic language, aestheticized emotion (especially love), and literary ornamentation.",,"This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past.","M., W., at 11, and a weekly section to be arranged.",,
62429,FALL,FALSE,HIST,2926,"Empires Compared: Proseminar","e73bb627243d65bf7cb295f3e556ea3c,ebadaea9325bca0591f5c052ae859cd1","What do empires have in common, and what makes each distinct? Course undertakes thematic approach to imperial history via culture, economics, governance, and more. Open to students across subfields; emphasis on teaching and exam preparation.",,,"W., 2-4",,
62448,SPRING,FALSE,ENGLISH,69,"Migrations: American Literature to 1865",1916a7701def44fb26ab1e869d985973,"This course surveys American literature from the colonial period to the Civil War. We will read accounts of early contact, narratives of captivity and slavery, sermons, autobiographies, poems, and novels. Authors will include Winthrop, Rowlandson, Franklin, Douglass, Hawthorne, Melville, Stowe, Thoreau, Whitman, and Dickinson.",,,"M., W., at 12",,
6246,FALL,FALSE,MATH,233a,"Theory of Schemes I",,"An introduction to the theory and language of schemes. Textbooks: Algebraic Geometry by Robin Hartshorne and Geometry of Schemes by David Eisenbud and Joe Harris. Weekly homework will constitute an important part of the course.","Mathematics 221 and 232a or permission of instructor.",,"M., W., F., at 1",,
62478,SPRING,TRUE,SAS,124,"Introduction to World Mythology",5ba259e923ae9ecd6970409a8d33897d,"The course discusses current and past approaches to comparative mythology and explores the new field of historical comparative mythology. Close interdisciplinary attention is given to genetics, linguistics and archaeology, and an outline of the development of mythologies from the late Stone Age until the rise of current world religions is presented.",,,"Th., 10-11:30, and an additional hour to be arranged.",,
62507,SPRING,FALSE,HEB,1366,"Mating Strategies",6854cc321e7b5abd5ebe58337573b282,"In this advanced seminar, we will examine the selection pressures that drive animals (including the human animal) to make particular mating decisions. We will engage in a broad, comparative exploration of the diversity of mating strategies across the animal kingdom, paying particular attention to primates, in order to ground our understanding of human mating strategies in an evolutionary perspective. Topics to be covered include the evolution of: sex, paternal care, sex-role reversal, social monogamy versus sexual monogamy, sexual coercion, homosexual behavior, and frequency dependent mating strategies.","Human Evolutionary Biology 97 or Human Evolutionary Biology 1330 or Organismic and Evolutionary Biology 57 or permission of instructor.","Human Evolutionary Biology concentrators will have priority, if space is limited.","W., 2-5",,
62527,FALL,FALSE,SOCIOL,98Wc,"Sports and Society",8654db23f652f8ddd0548ef88e289f04,"This course will examine sports through a sociological lens. We will examine processes of stratification in sports including class, race and gender, as well as sports as a business, the media and sports, and sports and health. Students will do an in depth independent or team based research project on the topic.","Sociology 97","Required of and limited to Sociology concentrators. Spring Junior Tutorials are by assignment only.","Tu., 10-12",,
62547,FALL,FALSE,ENGLISH,40,Arrivals,307f0d7f3dc57c87ae2a6fd35de718f1,"An introduction to major works in English literature from Beowulf through the seventeenth century, the course will explore various ways that new literatures are created in response to cultural forces that shape poets, genres, and group identity. We will hone close reading skills, introduce rhetorical tropes, and develop techniques of critical writing.",,,"Tu., Th., 11:30-1",,
62576,SPRING,TRUE,ESPP,90p,"Biotechnology, Sustainability and Public Policy",ca36a9bb3aa6c99c0fccb545b57fa3ac,"This seminar examines the implications of biotechnology for sustainability. Using case studies, it focuses on policy approaches for maximizing the benefits of biotechnology and minimizing their risks. It addresses the following themes: (1) scientific and technological advances in biotechnology and sustainability; (2) social responses to the use of biotechnology; (3) application of biotechnology specific sectors such as agriculture; industry; energy; bioremediation and species conservation; (4) socio-economic impacts; and (5) policy and institutional considerations.",,,"W., 2:30-5",,
6258,FALL,FALSE,ENG-SCI,371,"Environmental Microbiology",6ba4dd4afa729ba7f7aa24c1f66b4871,,,,,,
6258,SPRING,FALSE,ENG-SCI,371,"Environmental Microbiology",6ba4dd4afa729ba7f7aa24c1f66b4871,,,,,,
62612,FALL,FALSE,HBTM,374,"Cell Cycle, Ubiquitination and Protein Degradation, Cancer Research",05e8816384b2ed82b46953e0034791e7,,,,,,
62612,SPRING,FALSE,HBTM,374,"Cell Cycle, Ubiquitination and Protein Degradation, Cancer Research",05e8816384b2ed82b46953e0034791e7,,,,,,
62634,FALL,FALSE,IMUNOL,304,"Innate immunity and host-pathogen interactions",68be443cd415ac4ad9a00b3c9cf8104e,,,,,,
62634,SPRING,FALSE,IMUNOL,304,"Innate immunity and host-pathogen interactions",68be443cd415ac4ad9a00b3c9cf8104e,,,,,,
6269,FALL,FALSE,NEUROBIO,330,"Gene Expression in the Brain and Motivated Behavior",489e57dd69cc37a87ce40d5ec5b834e4,,,,,,
6269,SPRING,FALSE,NEUROBIO,330,"Gene Expression in the Brain and Motivated Behavior",489e57dd69cc37a87ce40d5ec5b834e4,,,,,,
6270,FALL,FALSE,STAT,220,"Bayesian Data Analysis",4559191edbcdc6c228d034b10baabcc7,"Basic Bayesian models, followed by more complicated hierarchical and mixture models with nonstandard solutions. Includes methods for monitoring adequacy of models and examining sensitivity of models.","Statistics 110 and 111.","Emphasis throughout term on drawing inferences via computer simulation rather than mathematical analysis.","Tu., Th., 11:30-1",,
62703,SPRING,TRUE,ECON,2412b,"Law, Economics, and Politics","7ca55c65e5ebe038d5511c67077b95c6,a45a5592f9c844f130be347c4d142b6e","The course will discuss a range of topics covering political economy and law and economics. The topics will include: determinants of economic growth, social capital, legal systems and traditions, regulation, courts, public and private ownership, and economic transition.",,,"W., 2&#8211;4",,
6272,FALL,FALSE,AFRAMER,98,"Junior Tutorial - African American Studies",05a9c5641b1007f2f1216e13bab67182,"Students wishing to enroll must petition the Director of Undergraduate Studies for approval, stating the proposed project, and must have the permission of the proposed instructor. Ordinarily, students are required to have taken some coursework as background for their project.","Completion of African and African American Studies 10, or a substitute course approved by the Director of Undergraduate Studies.",,"Hours to be arranged",,
6272,SPRING,FALSE,AFRAMER,98,"Junior Tutorial - African American Studies",05a9c5641b1007f2f1216e13bab67182,"Students wishing to enroll must petition the Director of Undergraduate Studies for approval, stating the proposed project, and must have the permission of the proposed instructor. Ordinarily, students are required to have taken some coursework as background for their project.","Completion of African and African American Studies 10, or a substitute course approved by the Director of Undergraduate Studies.",,"Hours to be arranged",,
6274,FALL,FALSE,GREEK,106,"Greek Tragedy: The Electra Plays",,"Close readings of two tragedies that deal with the same notorious family: Sophocles' Electra and Euripides' Electra. In addition to considering the plays' relationship with each other (and with Aeschylus' Libation Bearers), we will pay close attention to tragic diction, the construction of gender, dramatic conventions, and different styles of musical performance.","Greek Ba or equivalent.",,"Tu., Th., at 10",,
62752,FALL,FALSE,HEB,3320,"Advanced Laboratory and Dissertations",,,,,,,
62752,SPRING,FALSE,HEB,3320,"Advanced Laboratory and Dissertations",,,,,,,
62761,SPRING,FALSE,HIST,2250,"Interpreting Europe's Twentieth Century: Seminar",2f6ff94b260c5dbf633391a3ba54c2e4,"Historical and theoretical analyses of crises and transformation: critiques of liberalism; fascism and communism; legacies of world war and empire; postwar institutional constructions including the EU; ideological revival from the 1960s to the collapse of communism; the rise and attrition of a European civil society.",,"Requirements: preparation for discussion and a research paper on an agreed topic.","W., 2-4",,
6277,FALL,FALSE,BIOPHYS,344,"Directed Evolution and Design of Simple Cellular Systems",77529b4cf7c8f0af7414501da0e88910,,,,,,
6277,SPRING,FALSE,BIOPHYS,344,"Directed Evolution and Design of Simple Cellular Systems",77529b4cf7c8f0af7414501da0e88910,,,,,,
6278,FALL,FALSE,MCB,359,Chromosomes,c3e1b17bbbfd9b2e9f3e10b90deb62b0,,,,,,
6278,SPRING,FALSE,MCB,359,Chromosomes,c3e1b17bbbfd9b2e9f3e10b90deb62b0,,,,,,
6280,SPRING,FALSE,PHIL,300b,Colloquium,f3c7ee5183c3dcd6a6d94993e5d54bd6,"Continuation of Philosophy 300aa.",,,,,
62802,SPRING,TRUE,COMPSCI,288r,"Advanced Topics in Computer Vision",2c9aa22a2d066d6e5b72b083721f96c7,"Seminar course exploring recent research in computer vision. Topics vary from year to year, typically including object recognition; activity recognition; and visual surveillance. Students read and present research papers and undertake a research project.","Applied Math 21b or equivalent; Statistics 110 or equivalent; or permission of the instructor.",,"Tu., Th., 11:30-1",,
6284,SPRING,FALSE,ENG-SCI,156,"Signals and Systems",7e8c124524bf17a9190aaa933bb1f154,"Time and frequency domain representations and analysis of signals and systems. Convolution and linear input-output systems in continuous and discrete time. Fourier transforms and Fourier series for continuous- and discrete-time signals. Laplace and Z transforms. Analog and digital filtering. Modulation. Sampling. FFT. Applications in circuit analysis, communication, control, and computing.","Applied Mathematics 21b or Mathematics 21b.",,"Tu., Th., 10-11:30, and weekly one hour Matlab section and one hour problem section to be arranged.",,
62858,FALL,FALSE,NEUROBIO,101hfm,"Fundamentals of Computational Neuroscience","202d8c48b23dc38f395b4a072d8cf530,eaefaf3b475fb5eeef801fc9c39608b5","The brain is an extremely complex computing device. Computational neuroscience seeks to understand brain function by constructing mathematical models of the nervous system to summarize our knowledge and gain new insights into how neurons perform basic tasks, e.g., encode stimuli, form memories, or generate movements. This course presents computational techniques for investigating, modeling, and understanding the function of neurons, neuronal networks, and systems.","LS 1a, MCB 80, one of Math 19a/21a/21b or above, or permission of the instructor.",,"Tu., 7-8:30 p.m.",,
62858,SPRING,FALSE,NEUROBIO,101hfm,"Fundamentals of Computational Neuroscience","202d8c48b23dc38f395b4a072d8cf530,2adf0f624efa948a09da9cf0b1523905,eaefaf3b475fb5eeef801fc9c39608b5,ee695310c56a0e389cb7b8a392faee5d","The brain is an extremely complex computing device. Computational neuroscience seeks to understand brain function by constructing mathematical models of the nervous system to summarize our knowledge and gain new insights into how neurons perform basic tasks, e.g., encode stimuli, form memories, or generate movements. This course presents computational techniques for investigating, modeling, and understanding the function of neurons, neuronal networks, and systems.","LS 1a, MCB 80, one of Math 19a/21a/21b or above, or permission of the instructor.",,"Tu., 7-8:30 p.m.",,
6286,FALL,FALSE,VIROLOGY,314,"Viral Oncoproteins as Probes to Study the Regulation of Cell Growth and Differentiation",be58d406c07607b37639c3ad335f5554,,,,,,
6286,SPRING,FALSE,VIROLOGY,314,"Viral Oncoproteins as Probes to Study the Regulation of Cell Growth and Differentiation",be58d406c07607b37639c3ad335f5554,,,,,,
6287,FALL,FALSE,VIETNAM,130a,"Advanced Vietnamese",723afadc4bf3a398fce9f226be6f0408,"Development of high proficiency in Vietnamese. Introduction of complex grammar and vocabulary, using authentic Vietnamese texts, videos, and translation of English news articles into Vietnamese. Discussions focus on selected short stories and poems.","Vietnamese 120b or permission of instructor.","Conducted entirely in Vietnamese.","Lecture T., 3-5, Drill Th., 3-5",,
62896,FALL,FALSE,EXPOS,20.234,"Who Owns the Past?",8ba1304ec8e49fe4b02b8fd8598f93d9,"What does it mean for archaeologists to discover and curate the past? We will consider the rights and problems around the passage of legislation arguing for the return of objects to Native American tribes in the United States. We will grapple with the very mission of archaeology as we study tombstones in Harvard's own backyard, investigating the challenges faced by archaeologists as they collect and interpret often apparently scant, fragile, and historically distant data. We will probe how political regimes use archaeology to legitimate versions of the past, examining cases in Israel and Palestine, Nazi Germany, and Saddam Hussein's regime.",,,"Tu., Th., at 12",,
6290,FALL,FALSE,SPOL,300,"Reading and Research",,,,,,,
6290,SPRING,FALSE,SPOL,300,"Reading and Research",,,,,,,
6291,FALL,FALSE,E-PSCI,344,"Topics in Stable Isotope Geochemistry and Geochemical Oceanography",1578e68b0be8a33b6173f9884b4282fc,,,,,,
6291,SPRING,FALSE,E-PSCI,344,"Topics in Stable Isotope Geochemistry and Geochemical Oceanography",1578e68b0be8a33b6173f9884b4282fc,,,,,,
62937,FALL,TRUE,OEB,150,"Vertebrate Evolution and Development",f67d9e69c1224ad4d3c19dbe9017ba85,"A survey of the evolution and development of major groups of vertebrates, integrating the paleontological record of the origin of chordates, diverse fishes, amphibians, reptiles, birds, and mammals with current understanding of the genetic, cellular and developmental mechanisms that underlie these transformations.",,"Not open to students who have taken OEB 139.","Tu., Th., 1-2:30",,
6296,FALL,TRUE,HIST,1915,"The Nine Lives of Benjamin Franklin",4f1d85f4c37049f7a35b064b63677a57,"Examines the eighteenth century through some of the many lives of Benjamin Franklin. Students analyze in depth one of these lives, or identify and explore yet another, to better comprehend Franklin and the worlds in which he lived: colonial America, British empire, independent US, books, science, popular culture, politics, war, social reform, personal improvement, and many others.",,,"Hours to be arranged",,
6298,SPRING,TRUE,SOCIOL,129,"Education and Society",6f83189e6b4d213d907c463ed315c39c,"Examines the key role played by the educational system in reproducing and transforming modern society. Considers the purposes served by an educational system, the distinctiveness of the American educational system in comparison to other countries, the ways that education connects to the labor market in the U.S. and other societies, and why educational attainment is related to social class and ethnicity.",,,"M., W., at 1",,
62986,FALL,FALSE,MICROBI,300qc,"Advanced Topics in Microbiology and Molecular Genetics",374e54e326b7b4e260eaaa185fa5502f,"A series of reading and discussion seminars, each running for a half term (7 weeks).",,"Non-DMS students must get permission from the Division of Medical Sciences before registering for this course. Please contact us at 617-432-0162 or visit the DMS Office at T-MEC 435, 260 Longwood Avenue, Boston.",,,
62986,SPRING,FALSE,MICROBI,300qc,"Advanced Topics in Microbiology and Molecular Genetics",374e54e326b7b4e260eaaa185fa5502f,"A series of reading and discussion seminars, each running for a half term (7 weeks).",,"Non-DMS students must get permission from the Division of Medical Sciences before registering for this course. Please contact us at 617-432-0162 or visit the DMS Office at T-MEC 435, 260 Longwood Avenue, Boston.",,,
6299,FALL,FALSE,PSY,3050,"Clinical Practicum","29927b1fcbaba9c7fc1858b49029afe5,64d44107a85593ee8e1e855b795d528d","Students work in clinical settings locally and, under supervision, are directly involved in the treatment and clinical care of patients.",,"Limited to Harvard doctoral students in clinical psychology.",,,
6299,SPRING,FALSE,PSY,3050,"Clinical Practicum","29927b1fcbaba9c7fc1858b49029afe5,64d44107a85593ee8e1e855b795d528d","Students work in clinical settings locally and, under supervision, are directly involved in the treatment and clinical care of patients.",,"Limited to Harvard doctoral students in clinical psychology.",,,
63006,SPRING,FALSE,MICROBI,210,"Microbial Sciences: Chemistry, Ecology, and Evolution",9b0f85aadf048497f05c7a77025a6fb4,"This is an interdisciplinary graduate-level and advanced undergraduate-level course in which students explore topics in molecular microbiology, microbial diversity, and microbially-mediated geochemistry in depth. This course will be taught by faculty from the Microbial Sciences Initiative. Topics include the origins of life, biogeochemical cycles, microbial diversity, and ecology.","For advanced undergraduates, Life Sciences 1a and 1b are required, or permission of instructor. MCB 52 is recommended.","Also offered as Organismic and Evolutionary Biology 290.","F., at 8:30, F., 9:45-11:45",,
63027,FALL,FALSE,SOCIOL,115,"Media and Popular Culture",610fb9d76043d30fa5f13c355af54ee5,"Explores American society and culture through the lens of its various media, including television, literature, music, movies, and the internet. Topics include class and cultural consumption, the business dynamics of the art world, the power of advertising and mass media, children's media and the online worlds of adolescents, and the rise of urban creative economy. Throughout, students will have opportunities to explore and evaluate ideas from class via independent social and media research. Appropriate for sociology concentrators and non-concentrators alike.",,,"Tu., Th., at 11",,
63057,SPRING,FALSE,FRSEMR,38q,"History at the Movies",06fa5aa3938faffad90a73b4794eddd2,"Since the earliest days of cinema, filmmakers have looked to the past for inspiration. Historians have often dismissed cinematic versions of the past for their inaccuracies and simplications. This seminar adopts a more open-minded view of historical movies to explore the potential of film as a medium for understanding and representing history and to consider some of the ""big"" questions of history. Movies covering a wide chronological range and drawn from a variety of sub-genres will be included. ?",,"Open to Freshmen only.","Hours to be arranged",,
63063,SPRING,TRUE,PSY,2151,"Empirical and computational approaches to early cognitive development","03a201163c0204b1e6f8b73fd376e943,755c24d6f3dc2d38cf2eb586a699f45c",,"Science of Living Systems 20 plus any foundational course.",,"Hours to be arranged",,
6307,FALL,FALSE,CHEM,300,"Research and Reading",5f54e8708840989bc525ae860c6bd6a8,"Individual work under the supervision of members of the Department.",,,,,
6307,SPRING,FALSE,CHEM,300,"Research and Reading",5f54e8708840989bc525ae860c6bd6a8,"Individual work under the supervision of members of the Department.",,,,,
6308,FALL,TRUE,HIST,1300,"Western Intellectual History: Greco-Roman Antiquity",a0ffc0789d9f24e4f0d1e391c53ae727,"A survey of major themes in the intellectual history of the Greek and Roman World, with special attention to metaphysics, psychology, ethics and the philosophic life. Readings in the Presocratics, Plato, Aristotle, Lucretius, Epictetus, Cicero, Seneca, Marcus Aurelius, Plotinus, Augustine, and Boethius.",,"This course, when taken for a letter grade, meets the General Education requirement for Ethical Reasoning. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past.","Hours to be arranged",,
63093,SPRING,FALSE,SHBT,205,"Neural Coding and Perception of Sound",507d0f5e91593c5f4e6c8603ff4f0de4,"Neural structures and mechanisms mediating the detection, localization and recognition of sounds. General principles are conveyed by theme discussions of auditory masking, sound localization, musical pitch, cochlear implants, cortical plasticity and auditory scene analysis.","Neurobiology 200 or Permission of the instructor.","Offered jointly with MIT HST.723J.","M., W., 9:30&#8211;11:30, Occasional lab on Friday",,
6311,FALL,FALSE,ECON,2888r,"Economics of Science and Engineering Workshop",3956ad677c785efeb9c52792efe7afff,"Focus on work force and career issues. Topics include: Effects of globalization on work force and innovation, growth of networks in work; impact of career incentives on productivity; university policies; mobility between academe and industry; link between ideas and outputs.",,"Offered jointly with the Business School as 4245.","F., 12-1:30",,
6311,SPRING,FALSE,ECON,2888r,"Economics of Science and Engineering Workshop",3956ad677c785efeb9c52792efe7afff,"Focus on work force and career issues. Topics include: Effects of globalization on work force and innovation, growth of networks in work; impact of career incentives on productivity; university policies; mobility between academe and industry; link between ideas and outputs.",,"Offered jointly with the Business School as 4245.","F., 12-1:30",,
63133,SPRING,TRUE,PSY,1307,"Brain Genomics",207298b163309b4b990e598c877cbd0a,"Genetics provides a powerful approach for exploring human behavioral variation and learning how dysfunction in neural circuits influences cognition. This course will cover the basics of genetic inheritance and genomic sequencing to understand brain function. Topics include autistic disorders, schizophrenia, and normal cognitive variation. The goals of the class will be (1) to debate the potential of bridging genomics and human neuroscience, and (2) to survey recent successes in brain genomics.","Life Science 1A; MCB 80 or Science of Living Systems 20 desirable.",,"Hours to be arranged",,
63151,FALL,TRUE,AFRAMER,171x,"African Art: An Introduction",06a9222f00d2211d1cb5348e45374ba6,,,,"Hours to be arranged",,
6316,SPRING,FALSE,APMTH,105,"Ordinary and Partial Differential Equations",b103006542cd115cb57c63b2b9af2694,"Ordinary differential equations: power series solutions; special functions; eigenfunction expansions. Review of vector calculus. Elementary partial differential equations: separation of variables and series solutions; diffusion, wave and Laplace equations. Brief introduction to nonlinear dynamical systems and to numerical methods.","Applied Mathematics 21a and 21b, or Mathematics 21a and 21b.",,"M., W., F., at 11",,
6317,FALL,FALSE,IMUNOL,373,"Biology of Histocompatibility Systems in Man and Experimental Animals; Immunology of Aging",293c445e63ab147a875d9965fa07e015,,,,,,
6317,SPRING,FALSE,IMUNOL,373,"Biology of Histocompatibility Systems in Man and Experimental Animals; Immunology of Aging",293c445e63ab147a875d9965fa07e015,,,,,,
6319,FALL,FALSE,ENG-SCI,154,"Electronic Devices and Circuits",107ad64f31ec540a749d9d9d2be4e363,"Design of electronic circuits (including integrated circuits) using semiconductor transistors. Topics: the physics of electrical conduction; the physics of semiconductors; bipolar transistors; field effect transistors; single- and multi-stage amplifiers; operational amplifiers; frequency responses and stability; feedback circuits; the physics of noise; self-sustained oscillators; phase-locked loops.","Familiarity with differential equations and Fourier analysis (Applied Mathematics 21b or Mathematics 21b), familiarity with basic electricity (Physics 11b or 15b).",,"Tu., Th., 2:30&#8211;4, and a laboratory to be arranged.",,
63195,SPRING,TRUE,CULTR&BLF,58,"Case Studies in the Medical Humanities: Interdisciplinary Perspectives on the Experience of Illness and Healing","0b03e86ef4eedb34b3e59d021d165838,ffdef953c00697b7354e6be8ec7db8c4","Disease and healing pose pragmatic and moral challenges for individuals and societies. Artists and writers have struggled to make sense of these tragic and transcendent experiences through fiction, poetry, art, and music. Scholars can explore these archives of the illness experience to understand not just disease and medicine but also what it means to be human. This interdisciplinary course examines how the medical humanities can change how we think about suffering, resilience, and care-giving, an endeavor relevant to anyone who expects to encounter these problems in life (i.e., everyone). In 2014 the course will focus on death and dying. Future offerings will address epidemics, chronic disease, mental illness, or caregiving.",,//,"Tu., Th., 10&#8211;11:30, and a weekly section to be arranged.",,
